Timestamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
2026-05-22T15:35:21.973050,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:21.973559,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.001729,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.002236,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.004299,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.004743,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.033044,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.033610,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.033919,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.062587,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.063120,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.063659,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.091834,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.092359,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.094824,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.123926,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.124368,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.151685,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.152691,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.152999,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.211358,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.212731,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.229825,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.242140,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.243717,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.273100,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.273693,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.275108,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.275486,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.304356,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.304947,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.305086,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.305211,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.332713,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.333352,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.361845,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.362552,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.362838,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.363365,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.391542,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.392184,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.392481,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.393426,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.421511,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.422002,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.423112,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.423314,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.451477,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.452002,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.452181,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.453282,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.482528,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.482970,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.483599,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.511495,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.512924,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.513360,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.541374,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.542581,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.571666,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.572254,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.572364,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.573260,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.602325,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.602838,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.602972,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.632520,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.633298,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.663628,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.664193,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.664414,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.664685,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.693443,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.693933,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.694620,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.725028,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.725606,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.753500,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.754039,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.754143,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.755822,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.782767,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.783191,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.783384,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.811811,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.812368,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.814314,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.842636,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.843226,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.871836,0.0,0.0,0.0,0.0,-0.0,0.0
2026-05-22T15:35:22.872796,0.0,0.0,0.0,0.0,-0.0,0.0
